videopath,source,caption,neg_caption,youtube_key,split,misalignment
k600_val_YVlHIlfAN0s_000025_000035,vatex,A couple of people are holding hands skydiving and then let go of each other to fall individually.,A couple of people are holding hands skydiving and then fall individually and then let go of each other,,train,flip
k600_val_DoSknWpQyPs_000055_000065,vatex,Man demonstrating how to use an small electric sweeper unit in an empty room on a hardwood floor.,Man demonstrating how to use an small electric sweeper unit in an empty room on a carpet floor.,,train,action
msr-vtt_TrainValVideo_video1849,msr-vtt,a large number of people in colorful clothing are crossing the street at a parade,a large number of people in colorful clothing are running the street at a parade,_ECec7TAtzo,train,action
k600_val_N0ZbDTuOlQA_000059_000069,vatex,Diners at a busy restaurant sample various drinks and menu items.,Diners at a busy restaurant sample various menu items and then drinks,,train,flip
msr-vtt_TrainValVideo_video6497,msr-vtt,speaker talks about the future of civilization,speaker talks about the past of civilization,aodjgkv65MM,train,action
msr-vtt_TrainValVideo_video5055,msr-vtt,a rock band makes a video for a popular song,a rock band writes a video for a popular song,vjVkXlxsO8Q,train,action
msr-vtt_TrainValVideo_video6645,msr-vtt,a girl flying a mobile camera,a girl flying a drone,AmwD1DSz7mk,train,action
k600_val_8Bth4HpWXgs_000058_000068,vatex,A woman is demonstrating and explaining how to use plaster.,A woman is using plaster before demonstrating and explaining how to use plaster,,train,flip
msr-vtt_TrainValVideo_video5224,msr-vtt,a man narrates a video game,a man plays a video game,2QHrqU7vLkc,train,action
msr-vtt_TrainValVideo_video3381,msr-vtt,a machine boxing eggs and then pouring a raw egg over rice,a machine pouring a raw egg over rice and then boxing eggs,BwMFMqE4UMM,train,flip
k600_val_sPeJiOYO9WA_000043_000053,vatex,A group of skateboarders making failed attempts at skateboarding tricks.,A group of skateboarders making successful attempts at skateboarding tricks.,,train,action
msr-vtt_TrainValVideo_video4153,msr-vtt,a bunch of dead people s souls are seen leaving their bodies,a bunch of dead people s souls are seen leaving their bodies before they die,bZ2EKswyTao,train,flip
msr-vtt_TrainValVideo_video4115,msr-vtt,there are several diffrent movie previews,There are several different movie previews after the movie is over,JImcvtJzIK8,train,flip
k600_val_3uUNmUJUoyg_000003_000013,vatex,"A man takes a polo stick from a woman, and he wings the it.","A man takes a polo stick from a woman, and he throws the it.",,train,action
k600_val_V4BNtCtuSQQ_000000_000010,vatex,A man is mowing the lawn on a hot summer day,A man is raking the lawn on a hot summer day,,train,action
k600_val_592x25apz0s_000011_000021,vatex,A man is sharpening a pencil with a sharpener on the end of his drill.,A man is sharpening a pencil with a sharpener on the end of his screwdriver.,,train,action
k600_val_oPxeF8c-kbU_000003_000013,vatex,A man is standing in a parking lot playing a song on a guitar before smashing it on the ground,A man is standing in a parking lot smashing a guitar on the ground before playing a song,,train,flip
k600_val_IX7XRhiV8b4_000078_000088,vatex,A little kid is waving at a camera while water skiing.,A little kid is water skiing after waving at a camera,,train,flip
k600_val_Yu3EMHZMmiY_000002_000012,vatex,A man caught the ball thrown to him by another man in front of him,A man caught the ball thrown to him by another man behind him,,train,flip
k600_val_6rB3M9DYbWo_000002_000012,vatex,A man yells then a person runs and does a handstand and flips off of a cliff into the water below.,A person runs and does a handstand and flips off of a cliff into the water below before a man yells,,train,flip
msr-vtt_TrainValVideo_video6779,msr-vtt,a person is pounding random ingredients that look like garbage together on his table and then he puts it on a slice of bread,a person puts it on a slice of bread and then pounds random ingredients that look like garbage together on his table,k5e1HPeusiA,train,flip
k600_val_buADPfbPNkY_000087_000097,vatex,Male and female ballet dancers dance together while female narrator talks about them working together.,Male and female ballet dancers dance together while male narrator talks about them working together,,train,flip
msr-vtt_TrainValVideo_video5461,msr-vtt,people are singing and dancing,People dance and then sing,aYnu-Xr-9P8,train,flip
k600_val_1bLrVWuHby0_000004_000014,vatex,"A mom helps her baby flip pancakes off the griddle, onto the plate.","A mom helps her baby flip pancakes off the plate, onto the griddle",,train,flip
k600_val_I429XRDKTRY_000058_000068,vatex,a group of people are doing step aerobics to music.,a group of people are doing yoga to music.,,train,action
msr-vtt_TrainValVideo_video3689,msr-vtt,a woman with an australian accent talking about how to cook something,a woman with an australian accent talking about how to bake something,Vn8-p_Gi2fU,train,action
k600_val_ur5Hfd3R7iM_000133_000143,vatex,a man is using a special spatula to make a painting on a large canvas,a man is using a special spatula to make a sculpture on a large canvas,,train,action
tempo_videos_1851,tempo,"after the man in black walks past the camera, the red motorcycle drives away.","after the red motorcycle drives away, the man in black walks past the camera",,train,flip
k600_val_bTCznQiu0hc_000018_000028,vatex,A little baby girl is standing while another person feeds her some food.,"A little baby girl is standing while another person feeds her some food, then the little baby girl falls to the floor",,train,flip
msr-vtt_TrainValVideo_video871,msr-vtt,a man talks about getting threads connecting snugly,a man talks about getting threads connecting loosely,pHmBSc70pdo,train,action
k600_val_acmFjYNwR98_000032_000042,vatex,A man throws an axe at a target in a competition with another man.,A man throws a baseball at a target in a competition with another man.,,train,action
k600_val_ojLiSFsUoko_000020_000030,vatex,A boy dances fancy footwork to energetic music in his garage.,A boy dances fancy footwork to slow music in his garage.,,train,action
k600_val_nMWNCP1z8mc_000052_000062,vatex,A little boy rides a scooter and another little boy follows him in a bike.,A little boy rides a bike and another little boy follows him in a scooter.,,train,action
k600_val_DqQlFKivsBk_000027_000037,vatex,a group of young children with phones as they sit on the couch ignoring each other instead of talking to each other,a group of young children with phones as they sit on the couch talking to each other instead of ignoring each other,,train,flip
msr-vtt_TrainValVideo_video5739,msr-vtt,there are animated menus showing different movies and options,There are animated menus showing different movies and options after the movies and options are shown,wBxRwF4qnhU,train,flip
msr-vtt_TrainValVideo_video5437,msr-vtt,an instructor demonstrates a certain illustration technique involving tracing paper,an instructor demonstrates a certain illustration technique involving a drawing board,C9oqzrzalaM,train,action
k600_val_NbdKqNHbBpA_000065_000075,vatex,A woman is giving another woman a massage on her leg while explaining her technique.,A woman is explaining her technique before giving another woman a massage on her leg,,train,flip
msr-vtt_TrainValVideo_video1951,msr-vtt,people are boating and cycling around the city,People are cycling around the city before they are boating,5uXe4rzIPzE,train,flip
k600_val_BV61-QMh8A0_000056_000066,vatex,A group of children does a song and dance routine on a stage while someone directs.,A group of children does a song and dance routine on a stage after someone directs,,train,flip
k600_val_NcDrVMPY2TY_000026_000036,vatex,A boy is playing a flute like instrument while another boy is watching him through internet calling app.,A boy is playing a flute like instrument while another boy is playing the same instrument.,,train,action
msr-vtt_TrainValVideo_video3921,msr-vtt,a barbie doll talking,a barbie doll singing,Ly1FFRCpwdo,train,action
k600_val_IB1-UI7uSAg_000130_000140,vatex,Music plays in background as a person is weaving a basket.,Music plays in background after a person is weaving a basket,,train,flip
msr-vtt_TrainValVideo_video3845,msr-vtt,anakin skywalker talking to his padawan,anakin skywalker talking to his friend,c_67EmRNgBg,train,action
k600_val_MVWlJV3ICWg_000022_000032,vatex,Music is playing while a person is measuring and cutting some wood.,"Music is playing while a person is cutting some wood, then the person measures the wood",,train,flip
k600_val_6yCY1NtQSTk_000000_000010,vatex,A man watches as cars drive on the road between him and others trying to put out a fire at night.,A man watches as cars drive on the road between him and others trying to start a fire at night.,,train,action
k600_val_cyZ7XSeSUd8_000000_000010,vatex,Someone throwing a dart to a pillow while the lion king song  is playing in the background.,Someone throwing a dart to a dartboard while the lion king song  is playing in the background.,,train,action
tempo_videos_538,tempo,"after the man points at the screen, he moves back and gestures.","After the man moves back and gestures, he points at the screen",,train,flip
msr-vtt_TrainValVideo_video369,msr-vtt,researchers in a lab and children in a library,researchers in a library and children in a lab,CRQrj2Tcb2k,train,flip
k600_val_bLgdi4w7OAk_000002_000012,vatex,A young girl brushes her hair with her foot as parents look on.,A young girl brushes her teeth with her foot as parents look on.,,train,action
k600_val_DlIUMYGMD3w_000004_000014,vatex,A crowd of people cheer during a baseball game taking place.,A crowd of people cheer after a baseball game taking place,,train,flip
msr-vtt_TrainValVideo_video6615,msr-vtt,flattening dough in a kitchen,cutting dough in a kitchen,CndddDEZihg,train,action
