videopath,neg_caption,entailment
msr-vtt_TrainValVideo_video2098,a woman and man dance a love song by the window in the rain,0.81640625
msr-vtt_TrainValVideo_video5711,a woman looks out a window and then opens some curtains,0.6796875
msr-vtt_TrainValVideo_video1077,a missed chance of goal in basketball,0.70703125
k600_val_jkTtUNGbFCA_000127_000137,Two young boys play the banjo and flute together for an audience after the audience leaves,0.0001792907714843
msr-vtt_TrainValVideo_video1851,monkeys and birds are sitting in trees,0.73046875
k600_val_PbRbcN8AqG8_000014_000024,They begin to talk about the chess tournament and then the sports finishes,0.0003795623779296
k600_val_dXr8JkASsZs_000004_000014,An individual is rock climbing a structure while a crowd discourages him.,0.00860595703125
msr-vtt_TrainValVideo_video6158,a person is baking a recipe,0.2451171875
msr-vtt_TrainValVideo_video2810,a cute rat claims a small ladder and gets the other side to climb and enjoy the ride,0.77734375
msr-vtt_TrainValVideo_video4820,an attractive woman stands next to a motorcycle while a basketball player shoots the ball,0.5
k600_val_54OeCiZcXQQ_000015_000025,A toddler films her mother as her mother plays on a blue recorder,0.009765625
k600_val_3LLaCQGLW8g_000151_000161,A man interviews people on the street about the Supreme Court and then performs a puppet impersonation,0.00048828125
k600_val_RDKqQKURWE0_000001_000011,A girl tries to crack an egg on the rim of a frying pan,0.408203125
k600_val_KXbvjxW0Bi4_000140_000150,A girl showing how to fry an egg using chop sticks.,0.9453125
msr-vtt_TrainValVideo_video2141,A woman translates a speech that a man in a dark colored jacket and white shirt is giving before the man gives the speech,0.0001230239868164
k600_val_E7GXoGEX6ck_000094_000104,A jetski makes a sharp turn before following in the wake of another jetski,0.0035858154296875
k600_val_PBQt5XDx4Vo_000022_000032,a person on a bike trying to keep their balance and not fall,0.9765625
k600_val_3piPAhtHH60_000029_000039,Lots of young people are going round and round on a roller coaster as soothing music plays.,0.75390625
k600_val_URiibI6RgxI_000000_000010,A man is sand blasting a brick wall with a paintbrush.,0.012451171875
k600_val_paqZftDenXs_000054_000064,there's a cat and a dog laying on the floor together and a woman start petting them with her hands,0.8671875
k600_val_syxhsu339nI_000059_000069,A man prepares to perform with a guitar on the street.,0.119140625
k600_val_dXIyWMidYa0_000008_000018,A crowd is seen performing a different dance in a stadium seemingly in near-sync.,0.1826171875
k600_val_RLUo10Vbo98_000037_000047,A person plays a rhythm using a piano with music playing in the background.,0.037353515625
k600_val_GGTuo56vOPE_000080_000090,Men are standing around a table and bend over to eat watermelon without using their feet.,0.1640625
k600_val_ATdZsuVa9ss_000136_000146,A man in a blue shirt and hat is doing the moonwalk at the center of the circle surrounded by other dancers and performing in front of a crowd.,0.6796875
k600_val_hOSWyMZvWec_000070_000080,An old man is seated playing music on a piano to an audience.,0.00860595703125
msr-vtt_TrainValVideo_video1380,robert downey jr asks jamaal finkley how it feels to play a character in a movie,0.59375
k600_val_dYNA9i0NAF4_000028_000038,A video showing a man performing a bungee chord jump.,0.62109375
k600_val_OzLBFd5xw-w_000095_000105,"A young man is doing maneuvers on a skateboard, while music is playing.",0.77734375
k600_val_mDmKrwW4x8c_000000_000010,"A young girl is cheating while playing hopscotch with her parent outside, then she gets caught",0.004058837890625
msr-vtt_TrainValVideo_video2109,a trailer for a movie that touches on sexism,0.5625
msr-vtt_TrainValVideo_video4755,there is a man talking to james hunt,0.8359375
k600_val_X3Wouv9AGss_000022_000032,A little girl falls down and then tries to play hopscotch,0.0011749267578125
k600_val_17OfX0otUGQ_000000_000010,A girl chews gum and then she swallows it,0.5
tempo_videos_7393,the camera stops on the band after it exits into a barn type building.,0.77734375
k600_val_QAq91qgZ6GI_000043_000053,A man uses a ruler to work on a large wooden box before using power tools,0.0015029907226562
k600_val_yAbfbvLJHBE_000158_000168,"A man washing his hands while talking, and a second man washing a pot",0.294921875
k600_val_5EjxKtj6trY_000006_000016,An older man playing what looks to be a public piano while a dog looks at him,0.87890625
k600_val_McWgL2z1KmE_000060_000070,A girl causes a head on collision and then starts texting while driving,0.0004310607910156
msr-vtt_TrainValVideo_video5449,A lady scolds chef ramsey on the tv show and he scolds back about frozen fish,0.0419921875
k600_val_AurrPVrg8IU_000001_000011,a man in a room with weights drops it to the floor then lifts the weights over his head,0.1640625
tempo_videos_2841,a person in a tan coat is visible on the right after the brown building comes into view,0.59375
k600_val_yfkNCKlVOoY_000068_000078,Bee Keepers check on their supply of bees before climbing a hill,0.002471923828125
k600_val_mRxszKxUibU_000071_000081,A man and woman are spinning while some music plays in the background and then dancing,0.0007095336914062
msr-vtt_TrainValVideo_video6062,a woman sings as her son cries,0.34765625
k600_val_YSlNUJxDwNY_000003_000013,"A group of people playing a boarding game on the floor where one person makes 6 moves along the board, then they roll the dice",0.0035858154296875
k600_val_S3AbmQB47JE_000003_000013,A man in all black counts while another man does sit ups with his legs opened,0.06005859375
tempo_videos_207,The turns on and off before a canon fires from the small shed,0.020263671875
msr-vtt_TrainValVideo_video4725,a person holding a camera runs through an appartment and then runs to a paper plane and grabs it then flies a paper plane,0.09521484375
k600_val_ocUbXJkvYRY_000005_000015,"A boy talks to his friend about something with money while at a table, then the boy and his friend eat dinner",0.0002031326293945
tempo_videos_9467,looking at paper but before zooming in on stone,0.59375
msr-vtt_TrainValVideo_video540,A man narrates after the title appears in this trailer for the hit tv series lost,0.00592041015625
k600_val_kSbjNPRfwKA_000012_000022,A woman is demonstrating the hand motions and dance moves for the cha cha.,0.294921875
k600_val_Ry2JqmHNXfI_000014_000024,A boy is sitting on the chair in kitchen and a dog is barking and a woman talks to the dog,0.26953125
msr-vtt_TrainValVideo_video4801,there is a trance song playing the background while riding on a car,0.0419921875
tempo_videos_2976,the camera pans to show the tops of the heads of people before the leafless tree comes into view,0.3203125
k600_val_WPE7-WrWOVU_000346_000356,A group of dancers perform together out of sync to music.,0.1484375
k600_val_Fb7TUY4A-lk_000191_000201,A woman puts the brush back where she found it and then cleans the toilet,0.0010299682617187
k600_val_a4DnorM7YlE_000004_000014,A young man is eating food in front of his friends before he goes to a carnival and music is playing in the background,0.0001230239868164
k600_val_Gn3GtDKZZPQ_000010_000020,A person is about to go roller coaster riding in a park.,0.59375
msr-vtt_TrainValVideo_video5888,the meat is boiled before being marinated and left to sit out and get warm,0.5625
msr-vtt_TrainValVideo_video4326,cartoons are not talking to each other,0.2021484375
k600_val_BTqj4XvHv0c_000009_000019,A person hanging from a bungee before jumping off of a tall bridge,0.2451171875
tempo_videos_9710,the image is in color before it changes to black and white.,0.408203125
k600_val_jIFHvggB3JQ_000081_000091,A person sprays the sides of toilet bowl and then chooses a spray bottle from top of toilet tank,0.1640625
k600_val_1JLSdlYKC8U_000033_000043,A man is discussing what cell phone usage increases before holding a cell phone in his hands,0.0003795623779296
k600_val_yZ83qnFvpQ0_000029_000039,Two overweight women randomly press keys on an electric keyboard that makes weird sounds after they play the piano,0.0008049011230468
msr-vtt_TrainValVideo_video546,woman explains which seasoning she is putting in a meal after she puts the seasoning in the meal,0.002471923828125
k600_val_AiJ6Ys7-XB4_000027_000037,A man attempts a flip before balancing on a tightrope attached to a tree,0.0011672973632812
msr-vtt_TrainValVideo_video3608,a girl talks about what she s going to do in the next part of a real life game she s playing,0.04736328125
msr-vtt_TrainValVideo_video2347,a soccer goaltender is playing the sport,0.1826171875
k600_val_tuQLgJPfvfA_000127_000137,"Two women apply hair-remover wax to a man's back, while the man makes jokes",0.1826171875
k600_val_DmmAQJ8rqfA_000005_000015,A women is throwing darts surrounded by others eating too.,0.3203125
k600_val_gZtIGav0u9c_000065_000075,A man is asking his friend if he can pet the snake's neck before he holds a large neck,0.0017013549804687
k600_val_6jbS2DgfVSo_000002_000012,"A baby yawns with dinosaur roar sounds added in as an effect, then screams",0.00091552734375
k600_val_6VQeijA0C4k_000219_000229,a man riding a brown spotted big dog in a horse ranch,0.62109375
k600_val_whdRwbedinE_000044_000054,A woman is playing a guitar while someone plays another instrument,0.408203125
k600_val_2KFpiTcrhlw_000003_000013,A boy begins to set the table and then gathers silverware,0.0021820068359375
msr-vtt_TrainValVideo_video6750,a woman talks about how to go to the moon,0.02294921875
msr-vtt_TrainValVideo_video1901,a very small bike is being ridden by a small child,0.8671875
k600_val_teFC5zq-SQk_000126_000136,A rugby kicker restarts at the halfway line and the opposing team succeeds with a penalty kick,0.06005859375
k600_val_72w2XSU8ws0_000007_000017,A man proposes to his girlfriend and the crowd around him cheers and then the man walks away,0.003173828125
k600_val_L65YUjAAK44_000034_000044,A woman playing a tune on a Harp that is in tune.,0.119140625
msr-vtt_TrainValVideo_video4711,Men are explaining some of the plays after a rugby game is going on,0.0002956390380859
k600_val_zhy6E6VRJLM_000069_000079,A beverage is picked up and then a cut switches to a cat being scratched by their own on the chest,0.053466796875
k600_val_ONCzAeygNhk_000081_000091,A man is filming children and adults at a park throwing Easter eggs.,0.73046875
msr-vtt_TrainValVideo_video87,a boy cartoon is doing experiment in chemistry lab and experiment goes right and blasted,0.408203125
tempo_videos_2176,The words are blue before they are red,0.0260009765625
k600_val_Q05zIIAYyIc_000004_000014,A man is sheering a sheep using a pair of scissors.,0.0140380859375
msr-vtt_TrainValVideo_video2059,a set of news reporters receiving information about the school board shakeup,0.2451171875
k600_val_Tfq4rwwRzUw_000175_000185,"Basketball replay of a player passing the ball to another player for an alley oop, then the player makes the shot",0.0010299682617187
tempo_videos_2380,The camera shows only the cliff after a man in a raft comes into view,0.012451171875
k600_val_bLgdi4w7OAk_000002_000012,A young girl is using a brush to comb her hair with her hand.,0.2451171875
k600_val_G4KxzVy0MiI_000057_000067,A man is holding his arm in place while a girl is trying to push it up,0.4375
k600_val_ZKBwsmO2izA_000048_000058,A person is showing off the different photographs before opening multiple parts of the binder,0.002471923828125
tempo_videos_7211,the camera zooms in then pans to the line of people,0.75390625
k600_val_qsi0OlEd9zs_000326_000336,A women's volleyball game is taking place before fans begin to boo,0.0017013549804687
k600_val_MrSMr3S3lE0_000090_000100,A young girl trying to play an electric guitar and singing,0.1826171875
k600_val_avSrR3pZshw_000090_000100,Photos of people doing ypga in a room are shown followed by music playing while a sunset is shown,0.00860595703125
k600_val_4nnxH-5KC2c_000000_000010,"Batter at the plate swings at the pitch, then the catcher throws the runner out at third base",0.053466796875
